GRID NAME,HUKI + ADOPT CLEARANCE DATES,AA before huki,AS before huki,GS before huki,Total Other (O+) before huki,O before huki,BRY before huki,BS before huki,C before huki,CE  before huki,CH before huki,CLA before huki, DC before huki,DA before huki,DF before huki,DS before huki,Total Dictyota before huki,GC before huki, GP before huki, GR before huki,HAL/HD before huki,HH before huki,HYD before huki,HC before huki,HM before huki,LM before huki,P before huki,SF before huki,ROCK COUNT  (0 cm),SAND COUNT,SAND DEPTH MEAN cm,SEDIMENT DEPTH MEAN m+s  cm,date assess,AA  after huki,AS  after huki,GS  after huki,Total IAA  after huki,Other (O+) after huki,O 0yr,BRY 0yr,BS 0yr,CR 0yr,C 0yr,CE 0yr,CH 0yr,CLA 0yr,DC 0yr,DA  oyr,DF  0yr,DS  0yr,DICT sp?  0yr,total Dctyota 0yr,GC 0yr,GP 0yr,GR 0yr,HAL 0yr,HH 0yr,HYD 0yr,HC 0yr,HM 0yr,LC  0yr,LM 0yr,LN 0yr,P   0yr,SF 0yr,clumps,intersects,ROCK COUNT  (0 cm),SAND COUNT,MUD COUNT,SAND DEPTH MEAN cm,MUD DEPTH MEAN cm,count r+s+m,sum depth s+m cm,SEDIMENT DEPTH MEAN m+s  cm
8104 3021,11/2/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/2/13,8,,,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3031,7/7/16,30,17,21,54,54,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/7/16,13,4,7,24,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3041,7/7/16,18,14,26,52,52,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/7/16,18,4,12,34,20,20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3050,4/26/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/26/14,21,,,21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3060,4/26/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/26/14,31,,,31,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3070,1/23/16,16,7,15,22,22,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/23/16,8,8,20,36,42,42,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3079,1/23/16,23.5,4.5,12,14,14,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/23/16,16,16,32,64,66,66,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3089,3/12/16,27,2,19,38,38,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/12/16,5,0,3,8,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3099,3/12/16,23,2,27,16,16,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/12/16,5,0,5,10,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3108,1/23/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/23/15,17,,,17,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3118,1/19/19,20,54,39,20,2,,,,,,,,,,,0,,,,,,,,,,,18,1,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3118,,1,17,27,41,4,,,1,,6,,,,,,0,,,,,,,,,30,,,21,19,1.74,1.74,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104 3128,,34,23,18,77,77,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3128,,1,6,5,11,6,,,,,2,,,,,,0,,,,,,,,,2,,1,46,29,1.69,1.69,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2809,,1,2,2,5,5,,,,,,,,,,,0,,,,,,,,,,,,0,94,4.50,4.50,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2819,,2,2,1,2,,,,,,,,,,,,0,,,,,,,,,,,2,4,92,2.50,2.50,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2828,,18,25,8,46,4,,,,,,,,,,,0,,,,,,,,,42,,,15,34,1.85,1.85,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2828,,0,5,8,17,,,,9,,1,,,,,,0,,,,,,,,,2,,5,35,43,2.05,2.05,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2838,,39,22,19,22,22,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2848,4/30/16,21,9,16,35,35,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/30/16,6,5,3,14,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2848,,6,52,16,77,,,,19,,,,,,,,0,,,,2,,,6,2,10,,38,20,21,2.76,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2857,4/30/16,65,19,31,47,47,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/30/16,13,2,0,15,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2857,7/26/21,0,0,13,118,92,,,6,,6,,,2,,,2,,,,,,,,,3,,9,41,26,1.85,1.85,7/26/21,0,8,2,10,30,,,,,17,,2,,,,,,,0,,,,,,,,,,6,,,5,,,32,51,,2.92,,83,149.0,2.92
8113 2867,1/14/17,76,13,74,92,92,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/17/18,21,7,11,39,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2877,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2877,12/9/19,10,54,52,83,,,,38,,28,,,2,,3,5,,,,,,,,,7,2,3,4,23,4.43,4.43,12/9/19,7,9,35,51,18,,,,,17,,1,,,,,,,0,,,,,,,,,,,,,,,,35,23,,6.04,,58,139.0,6.04
8113 2886,6/8/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/8/13,1,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2886,12/9/19,33,69,81,105,,,,61,,33,,,1,,2,3,,,,1,,,,,1,,5,0,3,2.00,2.00,12/9/19,7,13,47,67,25,,,,,21,,3,,,1,,,,1,,,,,,,,,,,,,,,,34,21,,1.57,,55,33.0,1.57
8113 2896,2/16/19,6,5,14,19,10,,,1,,,,,,,,0,,,,,,,,,,,8,25,25,2.36,2.83,2/16/19,7,0,4,11,5,,,,,,,,,,,,,,0,,,,,,,,,,,,,5,,,57,27,4,2.26,2.00,88,69.0,2.23
8113 2896,7/23/21,4,41,37,70,,,,18,,7,,,,,,0,,,,,,,,,27,,18,18,16,2.00,1.94,7/23/21,6,3,32,41,30,,,,,3,,3,,,,,,,0,,,,,,,,,,6,,,18,,,32,20,,2.30,,52,46.0,2.30
8113 2906,11/9/16,28,23,32,46,46,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/9/16,15,11,12,38,18,18,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2906,11/5/21,21,11,36,58,,,,,,1,,,,,,0,,,,2,,,,,55,,,13,17,3.76,3.76,11/5/21,2,2,6,10,10,,,,,,,,,,,,,,0,,,,,,,,,,10,,,,,,38,57,,3.63,,95,207.0,3.63
8113 2915,4/22/17,9,26,17,28,28,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/22/17,2,5,5,12,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2915,10/31/20,15,62,32,106,,,,33,,6,,,1,,4,6,,,,,,,,,56,1,3,12,8,2.18,5.93,10/31/20,13,39,33,85,68,,,1,,23,,2,,,1,,4,2,7,,,,,,,,,,32,,,3,,,22,7,,1.31,,29,17.0,2.58
8113 2915,2/12/22,1,36,36,64,,,,,,1,,,,,,0,,,,,,,,,62,,1,17,8,1.88,1.88,2/12/22,3,13,13,29,25,,,,,,,,,,,,,,0,,,,,,,,,,24,1,,,,,31,28,,3.54,,59,99.0,3.54
8113 2925,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2925,2/12/22,6,26,44,81,,,,,,,,,,,,0,,,,,,,,,80,,1,8,5,1.60,1.60,2/12/22,13,8,23,44,31,,,,,,,1,,,,,,,0,,,,1,,,,,,29,,,,,,40,22,,3.14,,62,69.0,3.14
8113 2935,2/4/16,22,4,22,32,32,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/4/16,13,1,10,24,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2944,2/12/16,19,4,12,29,29,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/12/16,6,0,3,9,6,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2954,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2964,3/9/17,20,8,14,56,56,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/9/17,22,5,11,38,25,25,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2973,9/20/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/20/13,11,,,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2973,10/12/19,14,33,29,62,,,,13,,27,,,1,,,1,,,,,,,,,,1,16,25,16,1.88,1.88,10/12/19,8,21,22,51,22,,,,,11,,8,,,,,,,0,,,,,,,,,,1,,,2,,,41,13,,1.38,,54,18.0,1.38
8113 2983,1/23/21,5,0,11,42,1,,,,,4,,1,,,,0,,,,,,,,,30,,,39,,,n/a,1/23/21,2,18,12,32,21,,,,,1,,,,,,,,,0,,,,,,,,,,18,1,,1,,,59,8,,1.25,,67,10.0,1.25
8113 2983,10/5/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/5/13,6,,,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 2993,9/19/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/19/13,7,,,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3002,1/23/21,5,30,10,127,,,1,22,,25,,3,,,,0,,,,,,,,,69,,4,18,,,,1/24/21,11,8,7,26,52,,,,,9,,,,3,,,,,0,,,,,,,,,,35,4,,1,,,57,,,,,57,0.0,n/a
8113 3002,10/5/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/5/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3012,3/10/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/10/18,25,25,12,62,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3012,3/10/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/10/18,25,25,12,62,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3012,,25,7,6,27,27,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3021,,12,10,11,32,32,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/26/21,5,51,9,65,23,,,,,5,,10,,1,1,,1,,2,,,,,,,,,,,3,,2,,,41,15,,1.73,,56,26.0,1.73
8113 3021,11/6/21,16,24,16,87,,,,,,1,,4,1,,,1,,,,,,,,,81,,,9,10,4.80,4.80,11/6/21,7,4,0,11,38,,,,,,,,,,,,,,0,,,,3,,,,,,35,,,,,,37,16,,3.44,,53,55.0,3.44
8113 3031,7/7/16,42,16,18,42,42,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/7/16,14,4,5,23,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3041,7/7/16,14,9,18,39,39,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/7/16,24,6,11,41,19,19,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3050,4/7/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/17/14,19,,,19,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3060,,32,61,37,64,64,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3060,,3,9,17,25,,,,,,4,,,,,,0,,,,,,,,,3,,18,40,9,2.33,2.33,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3070,4/26/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/26/14,5,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3079,1/23/16,13,3,12,6,6,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/23/16,12,13,16,41,28,28,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3089,5/16/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/16/14,27,,,27,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3099,9/29/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/29/15,24,,,24,24,24,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3108,9/29/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/29/15,20,,,20,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3118,1/1/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/1/15,21,,,21,8,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8113 3128,1/21/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/21/15,13,,,13,40,40,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2819,,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,9,5.11,5.11,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2828,,0,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,9,85,10.12,10.12,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2838,,28,42,39,8,8,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2848,,20,18,27,62,62,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2848,,0,22,23,46,,,,16,,15,,,,,,0,,,,,,,,,5,,10,8,52,3.46,3.46,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2857,,43,33,61,71,71,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2857,,1,4,18,23,1,,,9,,4,,,,,,0,,,,,,,,,6,,3,13,87,3.03,3.03,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2867,1/14/17,34,2,36,34,34,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/14/17,10,2,6,18,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2877,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2877,12/9/19,9,56,60,103,,,,59,,32,,,,,,0,,,,,,,,,2,1,9,10,8,2.63,2.44,12/9/19,10,26,56,92,50,,,,,34,,9,,,,,1,,1,,,,,,,,,,3,1,,2,,,21,17,,1.94,,38,33.0,1.94
8122 2886,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,4,,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2886,12/9/19,9,44,64,84,,,,22,,51,,,1,,3,4,,,,,,,,,1,1,5,15,11,2.45,2.45,12/9/19,8,24,57,89,19,,,,,13,,5,,,,,1,,1,,,,,,,,,,,,,,,,,7,,1.14,,7,8.0,1.14
8122 2896,2/20/20,16,15,33,45,,,,,,18,,,,,,0,,,,,,,,,25,,2,38,15,1.40,1.40,2/20/20,10,6,4,20,6,,,,,,,2,,,,,,,0,,,,,,,,,,4,,,,,,90,3,,2.67,,93,8.0,2.67
8122 2896,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,5,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2906,1/24/17,49,21,64,85,85,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/24/17,6,0,0,6,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2906,6/12/21,5,29,31,81,,,,1,,15,,,,,,0,,,,,,,,,8,2,55,24,5,2.20,2.20,6/12/21,2,4,29,35,9,,,,,,,1,,,,,,,0,,,,1,,,,,,3,,,4,,,41,22,,1.36,,63,30.0,1.36
8122 2915,1/27/17,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/27/17,3,2,11,16,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2915,11/19/21,17,24,30,51,,,,,,5,,,,1,,1,,,,,,,,,45,,,15,27,2.04,2.04,11/19/21,8,4,11,23,4,,,,,,,1,,,,,,,0,,,,,,,,,,3,,,,,,40,47,,2.45,,87,115.0,2.45
8122 2925,11/12/16,33,23,34,39,39,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/12/16,6,1,4,11,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2925,12/18/21,11,59,61,122,,,,,,37,,,,,3,3,,,,,,,,,81,,1,7,9,1.44,1.44,12/18/21,9,8,22,,,,,,,,,5,,,,2,,,2,,,,,,,,,,22,,,,,,52,18,,1.22,,70,22.0,1.22
8122 2935,11/12/16,25,13,38,53,53,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/12/16,12,2,7,21,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2935,12/30/21,15,27,20,76,,,,,,,,,,1,,1,,,,,,,,,75,,,16,7,3.00,3.00,12/30/21,5,10,9,24,29,,,,,,,,,,,,,,0,,,,,,,,,,29,,,,,,54,9,,2.00,,63,18.0,2.00
8122 2944,2/12/16,15,1,24,32,32,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/12/16,20,0,8,28,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2954,10/18/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/8/13h,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2964,1/25/20,14,44,39,128,,,,1,,44,,,,,,0,,,,,,,,,77,,1,20,3,1.33,1.33,1/25/20,7,10,13,30,28,,,,,1,,12,,,,,,,0,,,,,,,,,,15,,,,,,63,6,,1.00,,69,6.0,1.00
8122 2973,9/20/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/20/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2973,10/12/19,23,32,31,53,,,,,,32,,,,,,0,,,,,,,,,1,,18,28,8,1.25,1.25,10/12/19,8,12,19,39,17,1,,,,1,,10,,,,,,,0,,,,,,,,,,1,1,,3,,,57,11,,1.27,,68,14.0,1.27
8122 2983,2/13/21,6,38,32,88,,,,2,,2,,,,,,0,,,,,,,,,81,,3,5,6,2.17,2.17,2/13/21,4,16,16,36,63,,,,,3,,,,,,,,,0,,,,,,,,,,56,,,4,,,36,3,,1.00,,39,3.0,1.00
8122 2983,11/8/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/8/14,18,8,10,36,8,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 2993,9/19/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/19/13,5,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3002,,51,62,63,58,58,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3012,11/2/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/2/13,1,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3012,11/14/20,17,31,12,26,,,,,,,,,,,,0,,,,,,,,,15,,,40,6,2.00,2.00,11/14/20,7,27,4,38,17,,,,,,,3,,,,1,,,1,,,,,,,,,,7,2,,4,,,40,12,,1.17,,52,14.0,1.17
8122 3021,3/3/19,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/3/19,0,1,7,8,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,14,,4.00,,14,56.0,4.00
8122 3031,1/1/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/1/14,21,,,21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3031,4/17/21,6,32,28,71,,,,17,,17,,,3,,,3,,,,,,,,,33,,1,17,17,2.29,2.29,4/17/21,5,32,39,76,57,,,,,7,,15,,,1,,,,1,,,,,,,,,,34,,,,,,17,26,,1.92,,43,50.0,1.92
8122 3031,5/29/21,8,57,43,63,,,,8,,31,,,,,4,4,,,,,,,,,6,1,13,24,13,1.92,1.92,5/29/21,7,32,39,78,24,,,,,14,,8,,,,,,,,,,,,,,,,,2,,,,,,33,17,,1.53,,50,26.0,1.53
8122 3041,1/18/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/18/14,20,,,20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3041,4/17/21,3,60,29,94,,,,6,,19,,,1,,1,2,,,,,,,,,64,,3,13,11,2.45,2.45,4/17/21,1,17,10,28,42,,,,,,,15,,,,,1,1,2,,,,,,,,,,25,,,,,,46,9,,2.67,,55,24.0,2.67
8122 3050,2/7/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/7/14,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3050,3/12/20,12,25,37,82,,,,15,,6,,,,,,0,,,,,,,,,60,,1,20,19,2.00,2.00,3/12/20,6,2,13,21,33,,,,,11,,2,,,,,,,0,,,,,,,,,,20,,,,,,57,19,,2.47,,76,47.0,2.47
8122 3060,4/17/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/17/14,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3070,4/26/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/26/14,10,,,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3079,3/19/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/29/14,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3079,10/27/17,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3089,2/23/19,8,0,21,8,,,,2,,,,,,,,0,,,,,,,,,,,6,26,29,3.17,3.59,2/23/19,5,1,9,15,2,,,,,2,,,,,,,,,0,,,,,,,,,,,,,,,,18,67,,1.93,,85,129.0,1.93
8122 3089,6/14/14,,,,,,,,MAKE NO MORE ENTRIES ON THIS LINE,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/14/14,11.5,,,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3099,9/29/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/29/15,35,,,35,24,24,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3108,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3118,7/2/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/2/14,29,,,29,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3128,1/21/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/21/15,15,,,15,20,20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3137,,52,58,46,76,76,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8122 3137,,0,3,3,16,,,,1,,,,,,,,0,,,,,,,,,,,15,34,46,3.33,3.33,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
